Date,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,year,month,day_in_month,week_of_year,dist_to_stat_1,dist_to_stat_2,"('CULEX ERRATICUS',)","('CULEX PIPIENS',)","('CULEX PIPIENS/RESTUANS',)","('CULEX RESTUANS',)","('CULEX SALINARIUS',)","('CULEX TARSALIS',)","('CULEX TERRITANS',)"
2007-05-29,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,2,0,2007,5,29,22,0.3096513336803212,0.181290067157574,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T054,41.921965,-87.632085,3,0,2007,5,29,22,0.3096513336803212,0.181290067157574,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,1,0,2007,5,29,22,0.3996689200538363,0.1233261353363467,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T086,41.688324,-87.676709,1,0,2007,5,29,22,0.3996689200538363,0.1233261353363467,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T091,41.862292,-87.64886,1,0,2007,5,29,22,0.3136031773818701,0.12829001856730118,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T094,41.720848,-87.666014,3,0,2007,5,29,22,0.3826758985094331,0.1078813019016693,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T096,41.731922,-87.677512,5,0,2007,5,29,22,0.36672080964680365,0.09204831463965425,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-05-29,CULEX PIPIENS,T096,41.731922,-87.677512,1,0,2007,5,29,22,0.36672080964680365,0.09204831463965425,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,1,0,2007,5,29,22,0.3378068700840848,0.17542767591232336,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T129,41.891126,-87.61156,2,0,2007,5,29,22,0.3378068700840848,0.17542767591232336,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,1,0,2007,5,29,22,0.13747701941052268,0.21753993395696694,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999996,1,0,2007,5,29,22,0.24625464109539713,0.2401779887104617,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T153,41.907645,-87.760886,1,0,2007,5,29,22,0.19301327679981445,0.12196912322797228,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T159,41.732984,-87.649642,1,0,2007,5,29,22,0.38593281853193256,0.1152729648269662,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3,0,2007,6,5,23,0.13802634596700253,0.1756599959609456,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T002,41.95469,-87.800991,5,0,2007,6,5,23,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS,T002,41.95469,-87.800991,1,0,2007,6,5,23,0.13802634596700253,0.1756599959609456,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1,0,2007,6,5,23,0.11019035014465944,0.20169050365597058,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T015,41.974089,-87.824812,2,0,2007,6,5,23,0.11019035014465944,0.20169050365597058,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,1,0,2007,6,5,23,0.27646662913451975,0.1603287467206004,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T045,41.9216,-87.666455,2,0,2007,6,5,23,0.27646662913451975,0.1603287467206004,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS,T045,41.9216,-87.666455,1,0,2007,6,5,23,0.27646662913451975,0.1603287467206004,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T046,41.891118,-87.65449100000002,1,0,2007,6,5,23,0.2972519688832887,0.1433799114415766,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1,0,2007,6,5,23,0.3067122785934779,0.127038001558586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T048,41.867108,-87.654224,1,0,2007,6,5,23,0.3067122785934779,0.127038001558586,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS,T048,41.867108,-87.654224,2,0,2007,6,5,23,0.3067122785934779,0.127038001558586,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T049,41.896282,-87.655232,2,0,2007,6,5,23,0.2947885773702987,0.14671797895281627,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1,0,2007,6,5,23,0.2504421025506736,0.14530787566404732,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T050,41.919343,-87.694259,1,0,2007,6,5,23,0.2504421025506736,0.14530787566404732,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T054,41.921965,-87.632085,3,0,2007,6,5,23,0.3096513336803212,0.181290067157574,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T086,41.688324,-87.676709,4,0,2007,6,5,23,0.3996689200538363,0.1233261353363467,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,2,0,2007,6,5,23,0.3826758985094331,0.1078813019016693,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,1,0,2007,6,5,23,0.36672080964680365,0.09204831463965425,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T096,41.731922,-87.677512,1,0,2007,6,5,23,0.36672080964680365,0.09204831463965425,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS,T096,41.731922,-87.677512,1,0,2007,6,5,23,0.36672080964680365,0.09204831463965425,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,2,0,2007,6,5,23,0.13747701941052268,0.21753993395696694,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T143,41.999129,-87.795585,9,0,2007,6,5,23,0.13747701941052268,0.21753993395696694,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T153,41.907645,-87.760886,3,0,2007,6,5,23,0.19301327679981445,0.12196912322797228,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T159,41.732984,-87.649642,1,0,2007,6,5,23,0.38593281853193256,0.1152729648269662,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T009,41.98196400000001,-87.812827,2,0,2007,6,5,23,0.12087798486491085,0.20518726379823038,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T011,41.944869,-87.832763,1,0,2007,6,5,23,0.11207396365794084,0.17821902628507255,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T016,42.011601,-87.81150600000002,1,0,2007,6,5,23,0.12262293927726661,0.23331689873860856,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T019,41.94983,-87.69845699999998,1,0,2007,6,5,23,0.2388529835463946,0.17235754044717955,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T025,41.979243,-87.750938,1,0,2007,6,5,23,0.18274259189636316,0.19324591817939699,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T028,41.986921,-87.689778,2,0,2007,6,5,23,0.24335614133405664,0.2103350316162273,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,1,0,2007,6,5,23,0.25729702108652225,0.019248715801327723,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T033,41.906638,-87.701431,3,0,2007,6,5,23,0.24785488658689553,0.13080806857758995,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T089,41.723195,-87.64997,1,0,2007,6,5,23,0.39240787316898523,0.1198106377789568,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,1,0,2007,6,5,23,0.2948188015205364,0.1182305955749172,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T090,41.868077,-87.666901,7,0,2007,6,5,23,0.2948188015205364,0.1182305955749172,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,1,0,2007,6,5,23,0.3303249875153304,0.1496995904369777,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999998,2,0,2007,6,5,23,0.3928191719608554,0.12697578454178435,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T135,41.662014,-87.72460799999998,4,0,2007,6,5,23,0.3928191719608554,0.12697578454178435,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS,T135,41.662014,-87.72460799999998,1,0,2007,6,5,23,0.3928191719608554,0.12697578454178435,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,2007,6,5,23,0.1760988726511408,0.17592818690874704,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T141,41.961743,-87.76007,2,0,2007,6,5,23,0.1760988726511408,0.17592818690874704,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,1,0,2007,6,5,23,0.16173841767805838,0.16889649419984673,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T142,41.953067,-87.776792,3,0,2007,6,5,23,0.16173841767805838,0.16889649419984673,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T145,41.878114,-87.629798,3,0,2007,6,5,23,0.32495198076024734,0.15303044729725998,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,1,0,2007,6,5,23,0.2333338810931765,0.17922089182347198,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T146,41.958271,-87.702575,2,0,2007,6,5,23,0.2333338810931765,0.17922089182347198,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T147,41.932094,-87.700117,1,0,2007,6,5,23,0.24122946860821184,0.15503323038948233,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,1,0,2007,6,5,23,0.26526453147188944,0.2248549435903039,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T150,42.006858,-87.675919,2,0,2007,6,5,23,0.2573543330216282,0.2335948944754577,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,0,2007,6,5,23,0.15411513699179538,0.1390060266679155,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T151,41.916265,-87.800515,10,0,2007,6,5,23,0.15411513699179538,0.1390060266679155,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T152,41.846075,-87.716277,1,0,2007,6,5,23,0.26295914959171945,0.06989376477196672,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T154,41.918705,-87.752329,1,0,2007,6,5,23,0.1961197013713833,0.13270540782500304,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,3,0,2007,6,5,23,0.38501822463099683,0.11239495227989853,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T158,41.682587,-87.707973,8,0,2007,6,5,23,0.38501822463099683,0.11239495227989853,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T162,41.725517,-87.61425799999998,1,0,2007,6,5,23,0.41739375876145424,0.15043620525991894,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,2,0,2007,6,5,23,0.20765218297191387,0.16356011461538703,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T218,41.948167,-87.730698,1,0,2007,6,5,23,0.20765218297191387,0.16356011461538703,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T220,41.963976,-87.69181,1,0,2007,6,5,23,0.24317710557534236,0.18787839864124706,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1,0,2007,6,26,26,0.13802634596700253,0.1756599959609456,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T002,41.95469,-87.800991,4,0,2007,6,26,26,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX SALINARIUS,T002,41.95469,-87.800991,1,0,2007,6,26,26,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,1,0,2007,6,26,26,0.1637210002473816,0.20970408179622785,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T007,41.994991,-87.769279,4,0,2007,6,26,26,0.1637210002473816,0.20970408179622785,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T015,41.974089,-87.824812,1,0,2007,6,26,26,0.11019035014465944,0.20169050365597058,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,1,0,2007,6,26,26,0.27646662913451975,0.1603287467206004,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T045,41.9216,-87.666455,1,0,2007,6,26,26,0.27646662913451975,0.1603287467206004,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000002,1,0,2007,6,26,26,0.2972519688832887,0.1433799114415766,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T046,41.891118,-87.65449100000002,6,0,2007,6,26,26,0.2972519688832887,0.1433799114415766,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,2,0,2007,6,26,26,0.3067122785934779,0.127038001558586,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T049,41.896282,-87.655232,1,0,2007,6,26,26,0.2947885773702987,0.14671797895281627,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T050,41.919343,-87.694259,1,0,2007,6,26,26,0.2504421025506736,0.14530787566404732,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,2,0,2007,6,26,26,0.3996689200538363,0.1233261353363467,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T086,41.688324,-87.676709,2,0,2007,6,26,26,0.3996689200538363,0.1233261353363467,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T096,41.731922,-87.677512,5,0,2007,6,26,26,0.36672080964680365,0.09204831463965425,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,1,0,2007,6,26,26,0.3378068700840848,0.17542767591232336,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T129,41.891126,-87.61156,1,0,2007,6,26,26,0.3378068700840848,0.17542767591232336,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,1,0,2007,6,26,26,0.13747701941052268,0.21753993395696694,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T143,41.999129,-87.795585,1,0,2007,6,26,26,0.13747701941052268,0.21753993395696694,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999996,2,0,2007,6,26,26,0.24625464109539713,0.2401779887104617,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T148,42.01743,-87.68776899999996,2,0,2007,6,26,26,0.24625464109539713,0.2401779887104617,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,2,0,2007,6,26,26,0.11207396365794084,0.17821902628507255,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T011,41.944869,-87.832763,4,0,2007,6,26,26,0.11207396365794084,0.17821902628507255,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000002,2,0,2007,6,26,26,0.12262293927726661,0.23331689873860856,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T016,42.011601,-87.81150600000002,2,0,2007,6,26,26,0.12262293927726661,0.23331689873860856,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T019,41.94983,-87.69845699999998,1,0,2007,6,26,26,0.2388529835463946,0.17235754044717955,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,1,0,2007,6,26,26,0.18274259189636316,0.19324591817939699,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,1,0,2007,6,26,26,0.24335614133405664,0.2103350316162273,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T028,41.986921,-87.689778,9,0,2007,6,26,26,0.24335614133405664,0.2103350316162273,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,2,0,2007,6,26,26,0.24785488658689553,0.13080806857758995,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T033,41.906638,-87.701431,3,0,2007,6,26,26,0.24785488658689553,0.13080806857758995,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,10,0,2007,6,26,26,0.2948188015205364,0.1182305955749172,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T090,41.868077,-87.666901,19,0,2007,6,26,26,0.2948188015205364,0.1182305955749172,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS,T090,41.868077,-87.666901,1,0,2007,6,26,26,0.2948188015205364,0.1182305955749172,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999998,20,0,2007,6,26,26,0.3928191719608554,0.12697578454178435,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T135,41.662014,-87.72460799999998,25,0,2007,6,26,26,0.3928191719608554,0.12697578454178435,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS,T135,41.662014,-87.72460799999998,6,0,2007,6,26,26,0.3928191719608554,0.12697578454178435,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,2007,6,26,26,0.1760988726511408,0.17592818690874704,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T141,41.961743,-87.76007,3,0,2007,6,26,26,0.1760988726511408,0.17592818690874704,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T142,41.953067,-87.776792,4,0,2007,6,26,26,0.16173841767805838,0.16889649419984673,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T145,41.878114,-87.629798,1,0,2007,6,26,26,0.32495198076024734,0.15303044729725998,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T146,41.958271,-87.702575,6,0,2007,6,26,26,0.2333338810931765,0.17922089182347198,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T147,41.932094,-87.700117,1,0,2007,6,26,26,0.24122946860821184,0.15503323038948233,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T150,42.006858,-87.675919,2,0,2007,6,26,26,0.2573543330216282,0.2335948944754577,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,3,0,2007,6,26,26,0.15411513699179538,0.1390060266679155,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T151,41.916265,-87.800515,6,0,2007,6,26,26,0.15411513699179538,0.1390060266679155,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,1,0,2007,6,26,26,0.38501822463099683,0.11239495227989853,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T158,41.682587,-87.707973,4,0,2007,6,26,26,0.38501822463099683,0.11239495227989853,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T220,41.963976,-87.69181,1,0,2007,6,26,26,0.24317710557534236,0.18787839864124706,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,1,0,2007,6,26,26,0.2032649150763634,0.16867099247054615,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T003,41.964242,-87.757639,2,0,2007,6,26,26,0.17803801528045415,0.17833117754615732,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,1,0,2007,6,26,26,0.13595481891055186,0.20920898351887574,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T006,41.990284,-87.797127,1,0,2007,6,26,26,0.13595481891055186,0.20920898351887574,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T008,42.008314,-87.77792099999998,2,0,2007,6,26,26,0.15564947425869785,0.2238200456549812,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,2,0,2007,6,26,26,0.18592129735456084,0.20548712078862263,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T034,41.843811,-87.686763,1,0,2007,6,26,26,0.2889477009598837,0.08716638050303348,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T037,41.921177,-87.79518,1,0,2007,6,26,26,0.15634637101321208,0.14190607361561464,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,CULEX PIPIENS/RESTUANS,T040,41.852652,-87.719887,5,0,2007,6,26,26,0.25628129832861885,0.07398468674664642,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,CULEX RESTUANS,T040,41.852652,-87.719887,1,0,2007,6,26,26,0.25628129832861885,0.07398468674664642,0.0,0.0,0.0,1.0,0.0,0.0,0.0
