Date,Heat,Cool,Depart,week_of_year,DarkHours,Tavg_Rol7,DewPoint_Rol7,WetBulb_Rol7,RelHumidity_Rol7,AvgSpeed_Rol7
2007-05-22,0.0,7.5,10,21,9.233333333333334,67.85714285714286,45.785714285714285,55.57142857142857,0.4717562093053274,10.892857142857142
2007-05-23,0.0,11.5,14,21,9.216666666666665,66.5,48.214285714285715,56.07142857142857,0.5557832558881308,10.335714285714285
2007-05-24,0.0,11.5,14,21,9.183333333333335,67.92857142857143,49.285714285714285,57.785714285714285,0.5517859182744227,10.214285714285714
2007-05-25,2.5,0.0,1,21,9.149999999999999,68.28571428571429,49.0,57.785714285714285,0.5373450620995998,9.821428571428571
2007-05-26,6.5,0.0,-5,21,9.11666666666667,68.71428571428571,50.92857142857143,58.857142857142854,0.567283977290092,9.328571428571427
2007-05-27,0.0,1.5,4,21,9.100000000000001,69.0,52.214285714285715,59.5,0.5859157107156678,9.164285714285713
2007-05-28,0.0,0.0,2,22,9.083333333333334,68.5,53.285714285714285,59.857142857142854,0.6203689105907528,8.207142857142857
2007-05-29,0.0,10.5,10,22,9.066666666666665,70.35714285714286,55.857142857142854,61.785714285714285,0.6445778914535477,7.864285714285715
2007-05-30,0.0,13.5,13,22,9.033333333333333,72.57142857142857,56.92857142857143,63.285714285714285,0.6166604945151312,7.907142857142857
2007-05-31,0.0,8.0,8,22,9.016666666666664,73.14285714285714,58.642857142857146,64.28571428571429,0.6473734183579408,7.564285714285715
2007-06-01,0.0,10.5,10,22,8.983333333333334,73.07142857142857,60.0,64.78571428571429,0.6860420317963717,8.22857142857143
2007-06-02,0.0,9.0,9,22,8.983333333333334,70.35714285714286,58.42857142857143,62.785714285714285,0.7066314539085008,8.357142857142858
2007-06-03,0.0,5.5,6,22,8.95,67.64285714285714,57.0,61.285714285714285,0.7274714689001012,8.450000000000001
2007-06-04,0.5,0.0,1,23,8.933333333333337,68.85714285714286,57.07142857142857,61.714285714285715,0.7041857559222402,10.214285714285714
2007-06-05,8.5,0.0,-9,23,8.9,68.14285714285714,55.714285714285715,61.0,0.6850407616481812,11.214285714285714
2007-06-06,5.5,0.0,-8,23,8.9,67.14285714285714,53.642857142857146,59.642857142857146,0.6550016405884159,10.792857142857143
2007-06-07,0.0,16.5,15,23,8.883333333333335,67.0,52.285714285714285,59.07142857142857,0.624073557137362,10.614285714285716
2007-06-08,0.0,5.5,3,23,8.866666666666665,68.28571428571429,51.42857142857143,59.214285714285715,0.5743707980398576,10.292857142857143
2007-06-09,0.0,2.0,0,23,8.849999999999998,70.71428571428571,51.857142857142854,60.5,0.5349776209872003,10.514285714285716
2007-06-10,0.0,4.5,1,23,8.833333333333329,73.0,52.642857142857146,61.5,0.5084811190144926,10.171428571428573
2007-06-11,0.0,8.5,5,24,8.833333333333329,72.5,51.642857142857146,60.785714285714285,0.49667417134636455,7.985714285714286
2007-06-12,0.0,8.5,5,24,8.816666666666666,73.5,52.0,61.214285714285715,0.4863890582019264,6.757142857142857
2007-06-13,0.0,10.5,6,24,8.816666666666666,75.35714285714286,53.785714285714285,62.642857142857146,0.49117659119326396,6.9142857142857155
2007-06-14,0.0,13.0,9,24,8.799999999999997,77.0,55.785714285714285,64.14285714285714,0.5054890188505102,6.985714285714286
2007-06-15,0.0,12.5,9,24,8.799999999999997,77.92857142857143,57.714285714285715,65.42857142857143,0.5314261869053843,7.871428571428572
2007-06-16,0.0,15.0,11,24,8.783333333333335,77.85714285714286,58.357142857142854,65.78571428571429,0.5456445035178553,8.15
2007-06-17,0.0,16.0,12,24,8.783333333333335,77.57142857142857,58.07142857142857,65.64285714285714,0.5447626027553667,8.1
2007-06-18,0.0,15.0,9,25,8.783333333333335,76.57142857142857,57.57142857142857,65.21428571428571,0.5512796543639201,8.607142857142858
2007-06-19,0.0,8.0,3,25,8.766666666666666,75.35714285714286,56.642857142857146,64.28571428571429,0.5531409126984124,9.164285714285713
2007-06-20,0.0,8.5,3,25,8.766666666666666,73.21428571428571,56.42857142857143,63.42857142857143,0.5974353595083247,9.535714285714286
2007-06-21,0.0,6.0,-1,25,8.766666666666666,71.64285714285714,56.07142857142857,62.714285714285715,0.6248164780324118,9.65
2007-06-22,0.0,4.0,-1,25,8.766666666666667,71.21428571428571,56.285714285714285,62.714285714285715,0.6409757558873713,8.578571428571427
2007-06-23,0.0,0.0,-5,25,8.766666666666667,72.42857142857143,58.285714285714285,64.0,0.6662772762162584,8.042857142857143
2007-06-24,0.0,5.0,-1,25,8.766666666666667,73.42857142857143,60.92857142857143,65.57142857142857,0.7101346840801447,8.1
2007-06-25,0.0,12.0,6,26,8.766666666666667,72.78571428571429,61.57142857142857,65.57142857142857,0.7389499297010799,8.492857142857142
2007-06-26,0.0,16.5,10,26,8.783333333333335,72.0,62.42857142857143,65.78571428571429,0.7783559358156119,8.471428571428572
2007-06-27,0.0,15.5,10,26,8.783333333333335,72.35714285714286,60.785714285714285,65.14285714285714,0.7265739080625856,8.107142857142858
2007-06-28,0.0,1.5,-5,26,8.8,71.92857142857143,59.285714285714285,64.21428571428571,0.6949227734259366,8.414285714285715
2007-06-29,1.5,0.0,-8,26,8.8,70.5,56.92857142857143,62.57142857142857,0.6647259598958619,8.692857142857143
2007-06-30,0.0,2.5,-5,26,8.8,69.21428571428571,55.142857142857146,61.285714285714285,0.6457782137279108,8.657142857142857
2007-07-01,0.0,2.0,-7,26,8.816666666666668,68.64285714285714,54.5,60.857142857142854,0.6407222178975734,8.635714285714286
2007-07-02,0.0,2.0,-6,27,8.816666666666668,70.5,55.142857142857146,61.785714285714285,0.6176342530198138,7.864285714285715
2007-07-03,0.0,7.5,0,27,8.833333333333334,72.28571428571429,55.357142857142854,62.5,0.5830525519014923,7.471428571428572
2007-07-04,0.0,11.5,5,27,8.866666666666667,73.71428571428571,57.5,64.14285714285714,0.6043530195192871,7.807142857142858
2007-07-05,0.0,14.5,8,27,8.866666666666667,76.21428571428571,59.714285714285715,66.07142857142857,0.6073711662765293,8.342857142857143
2007-07-06,0.0,11.0,4,27,8.883333333333333,78.42857142857143,62.07142857142857,67.78571428571429,0.6193696286994976,8.414285714285715
2007-07-07,0.0,12.5,5,27,8.883333333333333,79.42857142857143,63.57142857142857,68.85714285714286,0.6368654718937032,8.842857142857143
2007-07-08,0.0,19.5,12,27,8.91666666666667,78.5,61.57142857142857,67.42857142857143,0.6064443657769741,9.207142857142857
2007-07-09,0.0,17.5,9,28,8.933333333333337,77.21428571428571,60.285714285714285,66.35714285714286,0.6019599030182722,9.742857142857144
2007-07-10,0.0,14.5,6,28,8.933333333333337,76.0,59.642857142857146,65.5,0.6108369034084574,9.75
2007-07-11,0.0,5.0,-3,28,8.966666666666665,75.42857142857143,58.57142857142857,64.57142857142857,0.5967185443678781,10.492857142857144
2007-07-12,0.0,5.5,-2,28,8.98333333333333,73.57142857142857,56.5,63.0,0.5845662824853326,9.464285714285714
2007-07-13,0.0,2.5,-5,28,9.016666666666667,72.35714285714286,55.57142857142857,62.214285714285715,0.5865946319564841,9.05
2007-07-14,0.0,8.5,0,28,9.016666666666667,71.85714285714286,55.357142857142854,62.0,0.5925776813941328,8.564285714285715
2007-07-15,0.0,6.5,-3,28,9.049999999999997,72.85714285714286,57.857142857142854,63.714285714285715,0.6367596575144232,8.464285714285715
2007-07-16,0.0,9.0,0,29,9.083333333333332,73.21428571428571,59.5,64.64285714285714,0.6703286238876514,8.735714285714286
2007-07-17,0.0,11.0,2,29,9.099999999999998,73.21428571428571,59.5,64.71428571428571,0.6703286238876515,9.414285714285715
2007-07-18,0.0,12.0,3,29,9.133333333333336,72.21428571428571,59.07142857142857,64.21428571428571,0.6801865674311255,8.535714285714286
2007-07-19,0.0,8.0,-1,29,9.166666666666668,72.07142857142857,59.357142857142854,64.21428571428571,0.6893317201360559,8.207142857142857
2007-07-20,0.0,2.5,-7,29,9.166666666666668,71.85714285714286,58.642857142857146,63.92857142857143,0.6763072377784461,7.92857142857143
2007-07-21,0.0,1.5,-8,29,9.200000000000003,71.57142857142857,57.5,63.214285714285715,0.651927605398601,7.6571428571428575
2007-07-22,0.0,5.5,-4,29,9.23333333333333,71.64285714285714,56.357142857142854,62.57142857142857,0.6179775694828106,7.1499999999999995
2007-07-23,0.0,7.5,-2,30,9.26666666666667,71.85714285714286,56.714285714285715,62.857142857142854,0.6233880175892679,6.6499999999999995
2007-07-24,0.0,9.0,0,30,9.299999999999997,73.21428571428571,58.857142857142854,64.42857142857143,0.6511425687374428,6.321428571428571
2007-07-25,0.0,12.5,4,30,9.333333333333332,74.28571428571429,60.714285714285715,65.78571428571429,0.6777183151460688,6.757142857142857
2007-07-26,0.0,9.5,1,30,9.349999999999998,74.92857142857143,61.0,66.21428571428571,0.6718382135645155,7.171428571428572
2007-07-27,0.0,12.0,3,30,9.383333333333333,75.42857142857143,61.142857142857146,66.42857142857143,0.6658184680764362,7.242857142857142
2007-07-28,0.0,9.0,-1,30,9.416666666666668,76.21428571428571,61.57142857142857,67.0,0.6606414697840567,7.228571428571429
2007-07-29,0.0,10.0,0,30,9.450000000000003,76.64285714285714,61.857142857142854,67.42857142857143,0.6590361893739313,6.814285714285715
2007-07-30,0.0,11.0,2,31,9.48333333333333,77.64285714285714,62.0,67.92857142857143,0.6393605111659261,6.371428571428571
2007-07-31,0.0,14.5,6,31,9.51666666666667,78.14285714285714,60.5,67.42857142857143,0.5919857741146314,6.049999999999999
2007-08-01,0.0,15.5,8,31,9.566666666666666,78.14285714285714,59.5,66.92857142857143,0.5640472887719324,5.464285714285714
2007-08-02,0.0,16.5,8,31,9.599999999999998,78.57142857142857,61.57142857142857,68.14285714285714,0.6124333172966584,5.978571428571429
2007-08-03,0.0,15.5,7,31,9.633333333333335,79.21428571428571,63.857142857142854,69.5,0.659590262671416,6.021428571428572
2007-08-04,0.0,9.0,0,31,9.666666666666671,79.64285714285714,65.64285714285714,70.64285714285714,0.6987071549916344,6.585714285714286
2007-08-05,0.0,13.0,5,31,9.7,79.64285714285714,66.92857142857143,71.21428571428571,0.7346896582243984,6.978571428571429
2007-08-06,0.0,15.5,8,32,9.733333333333334,79.21428571428571,67.64285714285714,71.42857142857143,0.7668980656086603,6.921428571428572
2007-08-07,0.0,17.5,9,32,9.783333333333333,79.0,69.28571428571429,72.21428571428571,0.8112815387060329,6.9071428571428575
2007-08-08,0.0,15.5,7,32,9.816666666666666,79.57142857142857,70.28571428571429,73.0,0.8248978801348109,6.557142857142857
2007-08-09,0.0,13.5,5,32,9.850000000000001,79.57142857142857,69.71428571428571,72.71428571428571,0.8061735889346915,6.0
2007-08-10,0.0,14.0,5,32,9.9,78.64285714285714,67.35714285714286,71.21428571428571,0.7626070636925721,6.364285714285714
2007-08-11,0.0,13.0,5,32,9.933333333333332,77.57142857142857,66.42857142857143,70.28571428571429,0.761361141916318,6.307142857142858
2007-08-12,0.0,13.0,5,32,9.966666666666669,77.0,65.92857142857143,69.85714285714286,0.7605479026477681,6.278571428571429
2007-08-13,0.0,9.0,0,33,10.01666666666667,76.0,65.0,69.07142857142857,0.7575791055521126,6.214285714285714
2007-08-14,0.0,10.0,3,33,10.049999999999999,74.92857142857143,62.92857142857143,67.57142857142857,0.7264084293751569,6.421428571428571
2007-08-15,0.0,11.5,4,33,10.083333333333336,73.0,61.357142857142854,65.85714285714286,0.7283803305468411,6.942857142857143
2007-08-16,0.0,6.5,-1,33,10.133333333333333,71.21428571428571,60.714285714285715,64.92857142857143,0.7585692664956024,7.1499999999999995
2007-08-17,0.0,6.5,-2,33,10.166666666666664,71.0,62.57142857142857,65.78571428571429,0.818756396420258,6.935714285714286
2007-08-18,0.5,0.0,-8,33,10.216666666666669,71.35714285714286,63.07142857142857,66.14285714285714,0.8255151745979228,6.578571428571428
2007-08-19,0.0,0.5,-6,33,10.25,71.85714285714286,63.42857142857143,66.5,0.8235755324301671,6.935714285714285
2007-08-20,0.0,7.5,2,34,10.299999999999997,72.92857142857143,64.07142857142857,67.0,0.8150801441115281,7.607142857142857
2007-08-21,0.0,12.5,7,34,10.333333333333332,73.42857142857143,65.92857142857143,68.07142857142857,0.8547393906268709,7.621428571428572
2007-08-22,0.0,15.0,9,34,10.383333333333335,74.42857142857143,67.21428571428571,69.21428571428571,0.8676384158047983,7.3999999999999995
2007-08-23,0.0,14.0,7,34,10.43333333333333,75.07142857142857,66.14285714285714,68.85714285714286,0.8168712429453292,7.05
2007-08-24,0.0,10.0,4,34,10.483333333333334,74.78571428571429,64.85714285714286,68.07142857142857,0.7818579612006186,7.271428571428571
2007-08-25,0.0,6.5,2,34,10.516666666666664,75.07142857142857,64.21428571428571,67.78571428571429,0.7548136065223189,7.685714285714285
2007-08-26,0.0,5.0,0,34,10.566666666666666,74.71428571428571,63.357142857142854,67.21428571428571,0.7379224765372142,7.621428571428571
2007-08-27,0.0,5.5,0,35,10.616666666666664,73.0,61.214285714285715,65.71428571428571,0.7179014723418178,7.621428571428571
2007-08-28,0.0,14.5,9,35,10.65,71.85714285714286,59.214285714285715,64.35714285714286,0.687948024936481,7.292857142857144
2007-08-29,0.0,12.5,7,35,10.699999999999998,71.57142857142857,58.142857142857146,63.714285714285715,0.6641380899102046,7.107142857142857
2007-08-30,0.0,2.0,-4,35,10.733333333333334,72.0,58.357142857142854,63.92857142857143,0.6605374991925563,7.178571428571429
2007-08-31,0.0,2.0,-2,35,10.783333333333335,72.85714285714286,58.57142857142857,64.35714285714286,0.6468062640315461,6.985714285714286
2007-09-01,0.0,4.5,1,35,10.833333333333334,72.57142857142857,57.714285714285715,63.857142857142854,0.6313264190381641,6.378571428571429
2007-09-02,0.0,8.0,5,35,10.866666666666664,72.92857142857143,57.42857142857143,63.857142857142854,0.6163685388159376,6.107142857142857
2007-09-03,0.0,11.5,9,36,10.916666666666668,74.57142857142857,59.214285714285715,65.21428571428571,0.6273351596194043,6.414285714285714
2007-09-04,0.0,12.5,8,36,10.96666666666667,76.07142857142857,61.285714285714285,66.71428571428571,0.6499046460151369,7.635714285714286
2007-09-05,0.0,15.0,11,36,10.999999999999998,76.42857142857143,61.57142857142857,67.0,0.6494409992252335,8.15
2007-09-06,0.0,13.5,11,36,11.049999999999997,76.21428571428571,61.92857142857143,67.07142857142857,0.6631733735257507,8.85
2007-09-07,0.0,12.5,10,36,11.099999999999998,74.42857142857143,61.57142857142857,66.21428571428571,0.6979324401899444,9.328571428571431
2007-09-08,0.0,7.0,5,36,11.150000000000004,72.07142857142857,59.357142857142854,64.14285714285714,0.6934524280605727,10.607142857142858
2007-09-09,0.0,6.5,6,36,11.183333333333334,68.71428571428571,56.5,61.357142857142854,0.6940593347506833,10.492857142857144
2007-09-10,1.0,0.0,-2,37,11.23333333333333,66.78571428571429,53.285714285714285,59.07142857142857,0.6566050974027183,9.857142857142858
2007-09-11,4.0,0.0,-4,37,11.283333333333331,63.785714285714285,49.285714285714285,56.0,0.619829991500457,9.821428571428571
2007-09-12,8.5,0.0,-8,37,11.316666666666668,60.785714285714285,45.92857142857143,53.214285714285715,0.6032498670436908,9.528571428571428
2007-09-13,0.5,0.5,-1,37,11.366666666666667,59.07142857142857,43.07142857142857,51.214285714285715,0.5718544733904555,9.157142857142857
2007-09-14,8.5,0.0,-8,37,11.416666666666664,59.5,41.642857142857146,50.642857142857146,0.5224142700615343,9.471428571428572
2007-09-15,14.0,0.0,-14,37,11.466666666666665,61.785714285714285,43.57142857142857,52.5,0.5218722199415763,9.37857142857143
2007-09-16,5.5,0.0,-6,37,11.533333333333331,64.5,45.92857142857143,54.714285714285715,0.5220563595669011,9.885714285714286
2007-09-17,0.0,2.0,2,38,11.583333333333336,65.14285714285714,48.07142857142857,56.07142857142857,0.5598781633959621,9.635714285714286
2007-09-18,0.0,12.0,12,38,11.650000000000002,68.14285714285714,50.857142857142854,58.57142857142857,0.5642871020103822,9.457142857142856
2007-09-19,0.0,10.5,12,38,11.683333333333334,70.0,52.285714285714285,60.0,0.5596298788580879,9.599999999999998
2007-09-20,0.0,4.5,7,38,11.73333333333333,71.21428571428571,53.857142857142854,61.285714285714285,0.570020276285875,9.321428571428571
2007-09-21,0.0,12.5,14,38,11.783333333333331,73.07142857142857,55.857142857142854,62.92857142857143,0.5798259445462374,9.271428571428572
2007-09-22,1.0,0.0,1,38,11.833333333333336,72.71428571428571,57.0,63.5,0.617930819461147,8.842857142857143
2007-09-23,0.0,3.0,6,38,11.866666666666667,70.71428571428571,55.785714285714285,62.142857142857146,0.6308958752680839,8.499999999999998
2007-09-24,0.0,15.0,18,39,11.916666666666664,69.71428571428571,54.357142857142854,60.92857142857143,0.6155663807572239,8.471428571428572
2007-09-25,0.0,9.5,13,39,11.966666666666665,67.64285714285714,52.5,59.142857142857146,0.6134715577332676,7.742857142857142
2007-09-26,3.5,0.0,1,39,12.016666666666662,67.92857142857143,52.714285714285715,59.285714285714285,0.6128238491853267,8.035714285714286
2007-09-27,2.5,0.0,2,39,12.05,68.5,52.5,59.357142857142854,0.5990550022880334,9.185714285714285
2007-09-28,2.0,0.0,4,39,12.099999999999998,66.21428571428571,52.0,58.285714285714285,0.6412100424012624,8.8
2007-09-29,0.0,1.0,6,39,12.149999999999999,65.42857142857143,51.07142857142857,57.42857142857143,0.6331402061290082,8.907142857142857
2007-09-30,0.0,7.0,12,39,12.199999999999998,65.92857142857143,50.642857142857146,57.5,0.6118080043637819,8.928571428571429
2007-10-01,1.0,0.0,6,40,12.233333333333334,66.78571428571429,51.642857142857146,58.42857142857143,0.6185039338007339,8.799999999999999
2007-10-02,0.0,4.0,10,40,12.283333333333331,68.5,54.357142857142854,60.57142857142857,0.6511563349488044,8.821428571428571
2007-10-03,0.0,0.0,8,40,12.333333333333332,70.35714285714286,57.357142857142854,62.785714285714285,0.685156075933733,8.5
2007-10-04,0.0,3.5,10,40,12.383333333333336,71.21428571428571,59.785714285714285,64.35714285714286,0.7240817305390169,7.357142857142857
2007-10-05,0.0,10.0,16,40,12.433333333333334,72.71428571428571,60.0,65.07142857142857,0.691112244632551,7.571428571428571
2007-10-06,0.0,14.0,22,40,12.483333333333333,71.92857142857143,57.857142857142854,63.642857142857146,0.6550918101598792,7.907142857142857
2007-10-07,0.0,13.0,21,40,12.516666666666667,69.85714285714286,56.42857142857143,61.92857142857143,0.6648459124779738,9.042857142857143
2007-10-08,0.0,9.5,18,41,12.56666666666667,67.35714285714286,54.0,59.57142857142857,0.6593050184438108,10.321428571428571
2007-10-09,1.5,0.0,8,41,12.616666666666667,63.785714285714285,49.714285714285715,55.92857142857143,0.6287680947782731,10.035714285714286
2007-10-10,14.5,0.0,-4,41,12.649999999999997,59.785714285714285,46.0,52.57142857142857,0.6223405507740478,9.614285714285714
2007-10-11,14.0,0.0,-4,41,12.7,56.92857142857143,43.5,50.07142857142857,0.6212197015410034,9.671428571428573
2007-10-12,15.0,0.0,-5,41,12.750000000000004,55.5,42.142857142857146,48.785714285714285,0.6177059209956977,9.135714285714286
2007-10-13,14.0,0.0,-3,41,12.799999999999997,55.142857142857146,43.642857142857146,49.42857142857143,0.6648484049170283,8.32857142857143
2007-10-14,7.0,0.0,4,41,12.849999999999998,56.642857142857146,45.857142857142854,51.285714285714285,0.688802853905757,7.528571428571429
2007-10-15,1.0,0.5,10,42,12.883333333333333,59.285714285714285,48.357142857142854,53.642857142857146,0.6929758178336074,8.078571428571427
2007-10-16,4.0,0.0,8,42,12.933333333333334,60.214285714285715,50.214285714285715,54.92857142857143,0.7194925298993213,9.842857142857143
2007-10-17,4.0,0.0,8,42,12.983333333333333,61.57142857142857,50.57142857142857,55.642857142857146,0.6986031217205497,10.950000000000001
2007-10-18,0.0,4.5,18,42,13.01666666666667,63.285714285714285,50.357142857142854,56.214285714285715,0.6600188076474759,12.55
2007-10-19,8.5,0.0,5,42,13.066666666666666,62.214285714285715,49.785714285714285,55.285714285714285,0.6701114094858671,13.05
2007-10-20,4.5,0.0,10,42,13.116666666666665,60.714285714285715,47.357142857142854,53.42857142857143,0.6392633672384186,13.142857142857142
2007-10-21,0.0,5.0,20,42,13.166666666666664,59.0,44.785714285714285,51.357142857142854,0.6114723490540993,14.064285714285715
2007-10-22,8.0,0.0,7,43,13.199999999999996,56.285714285714285,42.357142857142854,49.142857142857146,0.610884948549837,13.542857142857144
2007-10-23,14.5,0.0,2,43,13.250000000000002,56.714285714285715,42.42857142857143,49.142857142857146,0.6019199690998261,12.071428571428573
2007-10-24,16.0,0.0,0,43,13.283333333333333,54.785714285714285,41.92857142857143,48.214285714285715,0.6339420327921204,11.735714285714286
2007-10-25,14.5,0.0,2,43,13.333333333333336,51.214285714285715,39.57142857142857,45.714285714285715,0.6505270706854641,9.828571428571427
2007-10-26,5.5,0.0,11,43,13.383333333333335,50.214285714285715,37.42857142857143,44.5,0.6209015380957833,9.842857142857143
2007-10-27,18.0,0.0,-2,43,13.416666666666664,50.714285714285715,37.42857142857143,44.714285714285715,0.6103648439980055,10.364285714285716
2007-10-28,20.0,0.0,-2,43,13.466666666666665,51.214285714285715,37.785714285714285,45.214285714285715,0.6079948687932019,10.185714285714285
2007-10-29,15.0,0.0,3,44,13.500000000000002,52.714285714285715,39.42857142857143,46.714285714285715,0.6160562451818298,9.692857142857141
2007-10-30,11.0,0.0,8,44,13.550000000000004,53.357142857142854,40.42857142857143,47.714285714285715,0.6287312248783676,10.692857142857145
2007-10-31,12.5,0.0,6,44,13.600000000000001,53.785714285714285,40.714285714285715,47.785714285714285,0.6253704736953821,11.15
2008-05-01,4.0,0.0,8,18,9.983333333333338,54.857142857142854,41.214285714285715,48.642857142857146,0.6150873898830632,11.407142857142857
2008-05-02,1.0,0.0,9,18,9.950000000000001,56.642857142857146,42.07142857142857,49.785714285714285,0.6016126319472822,10.942857142857141
2008-05-03,15.0,0.0,-4,18,9.916666666666664,58.285714285714285,42.92857142857143,51.07142857142857,0.5897611826142988,10.407142857142857
2008-05-04,12.5,0.0,-2,18,9.866666666666667,59.42857142857143,45.07142857142857,52.5,0.6196661054959066,9.985714285714286
2008-05-05,2.5,0.0,8,19,9.833333333333329,58.214285714285715,42.857142857142854,50.785714285714285,0.5918040727739153,10.392857142857142
2008-05-06,0.5,1.0,9,19,9.783333333333331,56.214285714285715,39.857142857142854,48.57142857142857,0.559973950630719,9.37857142857143
2008-05-07,4.5,0.0,5,19,9.750000000000004,56.285714285714285,39.357142857142854,48.5,0.5445772121300871,8.485714285714286
2008-05-08,12.5,0.0,-4,19,9.7,56.357142857142854,40.785714285714285,48.857142857142854,0.5769085992610506,10.171428571428573
2008-05-09,15.0,0.0,-6,19,9.666666666666668,54.214285714285715,40.857142857142854,47.857142857142854,0.6207699347422048,10.328571428571426
2008-05-10,14.5,0.0,-6,19,9.633333333333333,53.142857142857146,41.07142857142857,47.357142857142854,0.6456694858328743,11.357142857142858
2008-05-11,12.0,0.0,-5,19,9.600000000000001,52.285714285714285,40.5,46.785714285714285,0.6519837544795931,11.007142857142856
2008-05-12,17.5,0.0,-9,20,9.566666666666663,51.92857142857143,40.714285714285715,46.857142857142854,0.6643253831750953,10.178571428571429
2008-05-13,7.0,0.0,-1,20,9.533333333333335,52.92857142857143,41.642857142857146,47.785714285714285,0.6647833956213663,10.485714285714286
2008-05-14,10.5,0.0,-3,20,9.5,54.642857142857146,42.07142857142857,48.714285714285715,0.640899186930631,11.62142857142857
2008-05-15,15.0,0.0,-8,20,9.466666666666669,54.214285714285715,41.5,48.42857142857143,0.6359298633085969,10.235714285714284
2008-05-16,8.0,0.0,-2,20,9.43333333333333,54.642857142857146,40.785714285714285,48.5,0.6085926909400922,9.985714285714286
2008-05-17,2.5,0.0,4,20,9.400000000000002,54.5,39.642857142857146,47.857142857142854,0.5862700952697185,9.028571428571428
2008-05-18,15.0,0.0,-10,20,9.366666666666667,54.5,37.857142857142854,47.0,0.5399190409401277,8.992857142857144
2008-05-19,14.5,0.0,-10,21,9.333333333333337,54.785714285714285,38.0,47.0,0.5370346575069269,9.35
2008-05-20,8.0,0.0,-4,21,9.3,54.214285714285715,37.785714285714285,46.357142857142854,0.5440589020258901,9.592857142857143
2008-05-21,10.5,0.0,-7,21,9.266666666666666,53.142857142857146,37.5,45.785714285714285,0.5574942980039668,8.664285714285715
2008-05-22,13.0,0.0,-9,21,9.233333333333334,55.0,38.857142857142854,47.42857142857143,0.5494172030295255,9.25
2008-05-23,12.0,0.0,-9,21,9.216666666666665,57.285714285714285,42.642857142857146,50.42857142857143,0.5965221814161719,10.1
2008-05-24,10.0,0.0,-8,21,9.183333333333335,55.92857142857143,42.42857142857143,49.785714285714285,0.6191109147162076,11.514285714285714
2008-05-25,2.0,0.0,-1,21,9.149999999999999,55.714285714285715,42.07142857142857,49.42857142857143,0.6159251113579616,11.457142857142857
2008-05-26,0.5,2.0,2,22,9.11666666666667,56.285714285714285,42.0,49.785714285714285,0.6030366827070113,10.528571428571428
