Date,Latitude,Longitude,WnvPresent,week_of_year,dist_to_stat_1,dist_to_stat_2,infection_rate,"('high_rate',)","('north_high',)","('north_low',)","('south_high',)","('south_low',)"
2009-06-12,41.95469,-87.800991,0,24,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2009-06-12,41.95469,-87.800991,0,24,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2009-06-19,41.95469,-87.800991,0,25,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2009-06-19,41.95469,-87.800991,0,25,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2009-06-26,41.95469,-87.800991,0,26,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2009-06-26,41.95469,-87.800991,0,26,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2009-06-26,41.95469,-87.800991,0,26,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2009-07-06,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2009-07-06,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2009-07-06,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2009-07-10,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.000271333604666938,0.0,0.0,1.0,0.0,0.0
2009-07-10,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.000271333604666938,0.0,0.0,1.0,0.0,0.0
2009-07-10,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.000271333604666938,0.0,0.0,1.0,0.0,0.0
2009-07-17,41.95469,-87.800991,0,29,0.13802634596700253,0.1756599959609456,0.0015432098765432098,0.0,0.0,1.0,0.0,0.0
2009-07-17,41.95469,-87.800991,0,29,0.13802634596700253,0.1756599959609456,0.0015432098765432098,0.0,0.0,1.0,0.0,0.0
2009-07-17,41.95469,-87.800991,0,29,0.13802634596700253,0.1756599959609456,0.0015432098765432098,0.0,0.0,1.0,0.0,0.0
2009-07-24,41.95469,-87.800991,1,30,0.13802634596700253,0.1756599959609456,0.002696629213483146,0.0,0.0,1.0,0.0,0.0
2009-07-24,41.95469,-87.800991,0,30,0.13802634596700253,0.1756599959609456,0.002696629213483146,0.0,0.0,1.0,0.0,0.0
2009-07-24,41.95469,-87.800991,0,30,0.13802634596700253,0.1756599959609456,0.002696629213483146,0.0,0.0,1.0,0.0,0.0
2009-07-31,41.95469,-87.800991,0,31,0.13802634596700253,0.1756599959609456,0.002824858757062147,0.0,0.0,1.0,0.0,0.0
2009-07-31,41.95469,-87.800991,0,31,0.13802634596700253,0.1756599959609456,0.002824858757062147,0.0,0.0,1.0,0.0,0.0
2009-07-31,41.95469,-87.800991,0,31,0.13802634596700253,0.1756599959609456,0.002824858757062147,0.0,0.0,1.0,0.0,0.0
2009-08-07,41.95469,-87.800991,0,32,0.13802634596700253,0.1756599959609456,0.004833720030935808,0.0,0.0,1.0,0.0,0.0
2009-08-07,41.95469,-87.800991,0,32,0.13802634596700253,0.1756599959609456,0.004833720030935808,0.0,0.0,1.0,0.0,0.0
2009-08-25,41.95469,-87.800991,0,35,0.13802634596700253,0.1756599959609456,0.004651162790697674,0.0,0.0,1.0,0.0,0.0
2009-08-25,41.95469,-87.800991,0,35,0.13802634596700253,0.1756599959609456,0.004651162790697674,0.0,0.0,1.0,0.0,0.0
2009-09-14,41.95469,-87.800991,0,38,0.13802634596700253,0.1756599959609456,0.0027624309392265192,0.0,0.0,1.0,0.0,0.0
2009-09-17,41.95469,-87.800991,0,38,0.13802634596700253,0.1756599959609456,0.0027624309392265192,0.0,0.0,1.0,0.0,0.0
2009-09-17,41.95469,-87.800991,0,38,0.13802634596700253,0.1756599959609456,0.0027624309392265192,0.0,0.0,1.0,0.0,0.0
2009-09-25,41.95469,-87.800991,0,39,0.13802634596700253,0.1756599959609456,0.0014204545454545455,0.0,0.0,1.0,0.0,0.0
2009-09-25,41.95469,-87.800991,0,39,0.13802634596700253,0.1756599959609456,0.0014204545454545455,0.0,0.0,1.0,0.0,0.0
2009-09-25,41.95469,-87.800991,0,39,0.13802634596700253,0.1756599959609456,0.0014204545454545455,0.0,0.0,1.0,0.0,0.0
2011-06-17,41.95469,-87.800991,0,24,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-06-24,41.95469,-87.800991,0,25,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-06-24,41.95469,-87.800991,0,25,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-06-30,41.95469,-87.800991,0,26,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-06-30,41.95469,-87.800991,0,26,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-07-11,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0007819831091648421,0.0,0.0,1.0,0.0,0.0
2011-07-11,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0007819831091648421,0.0,0.0,1.0,0.0,0.0
2011-07-11,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0007819831091648421,0.0,0.0,1.0,0.0,0.0
2011-07-15,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-07-15,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-07-25,41.95469,-87.800991,0,30,0.13802634596700253,0.1756599959609456,0.0002924831822170225,0.0,0.0,1.0,0.0,0.0
2011-07-25,41.95469,-87.800991,0,30,0.13802634596700253,0.1756599959609456,0.0002924831822170225,0.0,0.0,1.0,0.0,0.0
2011-07-29,41.95469,-87.800991,0,30,0.13802634596700253,0.1756599959609456,0.0002924831822170225,0.0,0.0,1.0,0.0,0.0
2011-07-29,41.95469,-87.800991,0,30,0.13802634596700253,0.1756599959609456,0.0002924831822170225,0.0,0.0,1.0,0.0,0.0
2011-07-29,41.95469,-87.800991,0,30,0.13802634596700253,0.1756599959609456,0.0002924831822170225,0.0,0.0,1.0,0.0,0.0
2011-08-05,41.95469,-87.800991,0,31,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-08-05,41.95469,-87.800991,0,31,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-08-12,41.95469,-87.800991,0,32,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-08-19,41.95469,-87.800991,0,33,0.13802634596700253,0.1756599959609456,0.013282732447817837,0.0,0.0,1.0,0.0,0.0
2011-08-26,41.95469,-87.800991,0,34,0.13802634596700253,0.1756599959609456,0.012899896800825593,0.0,0.0,1.0,0.0,0.0
2011-08-26,41.95469,-87.800991,0,34,0.13802634596700253,0.1756599959609456,0.012899896800825593,0.0,0.0,1.0,0.0,0.0
2011-09-01,41.95469,-87.800991,0,35,0.13802634596700253,0.1756599959609456,0.00766384778012685,0.0,0.0,1.0,0.0,0.0
2011-09-01,41.95469,-87.800991,0,35,0.13802634596700253,0.1756599959609456,0.00766384778012685,0.0,0.0,1.0,0.0,0.0
2011-09-12,41.95469,-87.800991,0,37,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-09-12,41.95469,-87.800991,0,37,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-09-12,41.95469,-87.800991,0,37,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2011-09-16,41.95469,-87.800991,0,37,0.13802634596700253,0.1756599959609456,0.0028089887640449437,0.0,0.0,1.0,0.0,0.0
2011-09-23,41.95469,-87.800991,1,38,0.13802634596700253,0.1756599959609456,0.0024764735017335313,0.0,0.0,1.0,0.0,0.0
2011-09-23,41.95469,-87.800991,0,38,0.13802634596700253,0.1756599959609456,0.0024764735017335313,0.0,0.0,1.0,0.0,0.0
2011-09-30,41.95469,-87.800991,0,39,0.13802634596700253,0.1756599959609456,0.007518796992481203,0.0,0.0,1.0,0.0,0.0
2013-06-07,41.95469,-87.800991,0,23,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2013-06-14,41.95469,-87.800991,0,24,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2013-06-14,41.95469,-87.800991,0,24,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2013-06-21,41.95469,-87.800991,0,25,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2013-06-27,41.95469,-87.800991,0,26,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2013-06-27,41.95469,-87.800991,0,26,0.13802634596700253,0.1756599959609456,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-08,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0007819831091648421,0.0,0.0,1.0,0.0,0.0
2013-07-08,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0007819831091648421,0.0,0.0,1.0,0.0,0.0
2013-07-12,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0007819831091648421,0.0,0.0,1.0,0.0,0.0
2013-07-12,41.95469,-87.800991,0,28,0.13802634596700253,0.1756599959609456,0.0007819831091648421,0.0,0.0,1.0,0.0,0.0
2013-07-19,41.95469,-87.800991,0,29,0.13802634596700253,0.1756599959609456,0.002145922746781116,0.0,0.0,1.0,0.0,0.0
2013-07-25,41.95469,-87.800991,0,30,0.13802634596700253,0.1756599959609456,0.0015839493136219642,0.0,0.0,1.0,0.0,0.0
2013-07-25,41.95469,-87.800991,0,30,0.13802634596700253,0.1756599959609456,0.0015839493136219642,0.0,0.0,1.0,0.0,0.0
2013-07-25,41.95469,-87.800991,0,30,0.13802634596700253,0.1756599959609456,0.0015839493136219642,0.0,0.0,1.0,0.0,0.0
2013-08-01,41.95469,-87.800991,0,31,0.13802634596700253,0.1756599959609456,0.001800720288115246,0.0,0.0,1.0,0.0,0.0
2013-08-01,41.95469,-87.800991,0,31,0.13802634596700253,0.1756599959609456,0.001800720288115246,0.0,0.0,1.0,0.0,0.0
2013-08-01,41.95469,-87.800991,0,31,0.13802634596700253,0.1756599959609456,0.001800720288115246,0.0,0.0,1.0,0.0,0.0
2013-08-08,41.95469,-87.800991,1,32,0.13802634596700253,0.1756599959609456,0.004833720030935808,0.0,0.0,1.0,0.0,0.0
2013-08-08,41.95469,-87.800991,0,32,0.13802634596700253,0.1756599959609456,0.004833720030935808,0.0,0.0,1.0,0.0,0.0
2013-08-08,41.95469,-87.800991,1,32,0.13802634596700253,0.1756599959609456,0.004833720030935808,0.0,0.0,1.0,0.0,0.0
2013-08-15,41.95469,-87.800991,0,33,0.13802634596700253,0.1756599959609456,0.004125128910278446,0.0,0.0,1.0,0.0,0.0
2013-08-15,41.95469,-87.800991,0,33,0.13802634596700253,0.1756599959609456,0.004125128910278446,0.0,0.0,1.0,0.0,0.0
2013-08-15,41.95469,-87.800991,0,33,0.13802634596700253,0.1756599959609456,0.004125128910278446,0.0,0.0,1.0,0.0,0.0
2013-08-22,41.95469,-87.800991,1,34,0.13802634596700253,0.1756599959609456,0.00845771144278607,0.0,0.0,1.0,0.0,0.0
2013-08-22,41.95469,-87.800991,1,34,0.13802634596700253,0.1756599959609456,0.00845771144278607,0.0,0.0,1.0,0.0,0.0
2013-08-29,41.95469,-87.800991,0,35,0.13802634596700253,0.1756599959609456,0.00766384778012685,0.0,0.0,1.0,0.0,0.0
2013-08-29,41.95469,-87.800991,0,35,0.13802634596700253,0.1756599959609456,0.00766384778012685,0.0,0.0,1.0,0.0,0.0
2013-08-29,41.95469,-87.800991,1,35,0.13802634596700253,0.1756599959609456,0.00766384778012685,0.0,0.0,1.0,0.0,0.0
2013-09-06,41.95469,-87.800991,0,36,0.13802634596700253,0.1756599959609456,0.006685017695635077,0.0,0.0,1.0,0.0,0.0
2013-09-06,41.95469,-87.800991,0,36,0.13802634596700253,0.1756599959609456,0.006685017695635077,0.0,0.0,1.0,0.0,0.0
2013-09-12,41.95469,-87.800991,0,37,0.13802634596700253,0.1756599959609456,0.006401463191586648,0.0,0.0,1.0,0.0,0.0
2013-09-12,41.95469,-87.800991,1,37,0.13802634596700253,0.1756599959609456,0.006401463191586648,0.0,0.0,1.0,0.0,0.0
2013-09-19,41.95469,-87.800991,0,38,0.13802634596700253,0.1756599959609456,0.0024764735017335313,0.0,0.0,1.0,0.0,0.0
2013-09-19,41.95469,-87.800991,0,38,0.13802634596700253,0.1756599959609456,0.0024764735017335313,0.0,0.0,1.0,0.0,0.0
2013-09-26,41.95469,-87.800991,0,39,0.13802634596700253,0.1756599959609456,0.0017271157167530224,0.0,0.0,1.0,0.0,0.0
2013-09-26,41.95469,-87.800991,0,39,0.13802634596700253,0.1756599959609456,0.0017271157167530224,0.0,0.0,1.0,0.0,0.0
2007-05-29,41.994991,-87.769279,0,22,0.1637210002473816,0.20970408179622785,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,41.994991,-87.769279,0,26,0.1637210002473816,0.20970408179622785,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,41.994991,-87.769279,0,26,0.1637210002473816,0.20970408179622785,0.0,0.0,1.0,0.0,0.0,0.0
2007-07-02,41.994991,-87.769279,0,27,0.1637210002473816,0.20970408179622785,0.0,0.0,1.0,0.0,0.0,0.0
2007-07-02,41.994991,-87.769279,0,27,0.1637210002473816,0.20970408179622785,0.0,0.0,1.0,0.0,0.0,0.0
2007-07-11,41.994991,-87.769279,0,28,0.1637210002473816,0.20970408179622785,0.000271333604666938,0.0,1.0,0.0,0.0,0.0
2007-07-18,41.994991,-87.769279,0,29,0.1637210002473816,0.20970408179622785,0.0,0.0,1.0,0.0,0.0,0.0
2007-07-18,41.994991,-87.769279,0,29,0.1637210002473816,0.20970408179622785,0.0,0.0,1.0,0.0,0.0,0.0
2007-07-27,41.994991,-87.769279,0,30,0.1637210002473816,0.20970408179622785,0.002696629213483146,0.0,1.0,0.0,0.0,0.0
2007-08-01,41.994991,-87.769279,0,31,0.1637210002473816,0.20970408179622785,0.001800720288115246,0.0,1.0,0.0,0.0,0.0
2007-08-07,41.994991,-87.769279,0,32,0.1637210002473816,0.20970408179622785,0.007453416149068323,0.0,1.0,0.0,0.0,0.0
2007-08-07,41.994991,-87.769279,0,32,0.1637210002473816,0.20970408179622785,0.007453416149068323,0.0,1.0,0.0,0.0,0.0
2007-08-15,41.994991,-87.769279,0,33,0.1637210002473816,0.20970408179622785,0.004125128910278446,0.0,1.0,0.0,0.0,0.0
2007-08-24,41.994991,-87.769279,0,34,0.1637210002473816,0.20970408179622785,0.012899896800825593,0.0,1.0,0.0,0.0,0.0
2007-09-04,41.994991,-87.769279,0,36,0.1637210002473816,0.20970408179622785,0.006685017695635077,0.0,1.0,0.0,0.0,0.0
2007-09-04,41.994991,-87.769279,0,36,0.1637210002473816,0.20970408179622785,0.006685017695635077,0.0,1.0,0.0,0.0,0.0
2007-09-12,41.994991,-87.769279,0,37,0.1637210002473816,0.20970408179622785,0.0,0.0,1.0,0.0,0.0,0.0
2007-09-12,41.994991,-87.769279,0,37,0.1637210002473816,0.20970408179622785,0.0,0.0,1.0,0.0,0.0,0.0
2007-09-18,41.994991,-87.769279,0,38,0.1637210002473816,0.20970408179622785,0.0024764735017335313,0.0,1.0,0.0,0.0,0.0
2007-09-18,41.994991,-87.769279,0,38,0.1637210002473816,0.20970408179622785,0.0024764735017335313,0.0,1.0,0.0,0.0,0.0
2007-09-24,41.994991,-87.769279,0,39,0.1637210002473816,0.20970408179622785,0.0014204545454545455,0.0,1.0,0.0,0.0,0.0
2007-10-04,41.994991,-87.769279,0,40,0.1637210002473816,0.20970408179622785,0.0029411764705882353,0.0,1.0,0.0,0.0,0.0
2007-10-04,41.994991,-87.769279,0,40,0.1637210002473816,0.20970408179622785,0.0029411764705882353,0.0,1.0,0.0,0.0,0.0
2007-05-29,41.974089,-87.824812,0,22,0.11019035014465944,0.20169050365597058,0.0,0.0,0.0,1.0,0.0,0.0
2007-05-29,41.974089,-87.824812,0,22,0.11019035014465944,0.20169050365597058,0.0,0.0,0.0,1.0,0.0,0.0
2007-06-05,41.974089,-87.824812,0,23,0.11019035014465944,0.20169050365597058,0.0,0.0,0.0,1.0,0.0,0.0
2007-06-05,41.974089,-87.824812,0,23,0.11019035014465944,0.20169050365597058,0.0,0.0,0.0,1.0,0.0,0.0
2007-06-26,41.974089,-87.824812,0,26,0.11019035014465944,0.20169050365597058,0.0,0.0,0.0,1.0,0.0,0.0
2007-06-29,41.974089,-87.824812,0,26,0.11019035014465944,0.20169050365597058,0.00020863759649488838,0.0,0.0,1.0,0.0,0.0
2007-06-29,41.974089,-87.824812,0,26,0.11019035014465944,0.20169050365597058,0.00020863759649488838,0.0,0.0,1.0,0.0,0.0
2007-07-02,41.974089,-87.824812,0,27,0.11019035014465944,0.20169050365597058,0.0,0.0,0.0,1.0,0.0,0.0
2007-07-11,41.974089,-87.824812,0,28,0.11019035014465944,0.20169050365597058,0.000271333604666938,0.0,0.0,1.0,0.0,0.0
2007-07-11,41.974089,-87.824812,0,28,0.11019035014465944,0.20169050365597058,0.000271333604666938,0.0,0.0,1.0,0.0,0.0
2007-07-18,41.974089,-87.824812,0,29,0.11019035014465944,0.20169050365597058,0.0,0.0,0.0,1.0,0.0,0.0
2007-07-18,41.974089,-87.824812,0,29,0.11019035014465944,0.20169050365597058,0.0,0.0,0.0,1.0,0.0,0.0
2007-07-27,41.974089,-87.824812,0,30,0.11019035014465944,0.20169050365597058,0.002696629213483146,0.0,0.0,1.0,0.0,0.0
2007-07-27,41.974089,-87.824812,0,30,0.11019035014465944,0.20169050365597058,0.002696629213483146,0.0,0.0,1.0,0.0,0.0
2007-08-01,41.974089,-87.824812,1,31,0.11019035014465944,0.20169050365597058,0.001800720288115246,0.0,0.0,1.0,0.0,0.0
2007-08-01,41.974089,-87.824812,0,31,0.11019035014465944,0.20169050365597058,0.001800720288115246,0.0,0.0,1.0,0.0,0.0
2007-08-01,41.974089,-87.824812,0,31,0.11019035014465944,0.20169050365597058,0.001800720288115246,0.0,0.0,1.0,0.0,0.0
2007-08-07,41.974089,-87.824812,0,32,0.11019035014465944,0.20169050365597058,0.007453416149068323,0.0,0.0,1.0,0.0,0.0
2007-08-07,41.974089,-87.824812,0,32,0.11019035014465944,0.20169050365597058,0.007453416149068323,0.0,0.0,1.0,0.0,0.0
2007-08-07,41.974089,-87.824812,1,32,0.11019035014465944,0.20169050365597058,0.007453416149068323,0.0,0.0,1.0,0.0,0.0
2007-08-15,41.974089,-87.824812,0,33,0.11019035014465944,0.20169050365597058,0.004125128910278446,0.0,0.0,1.0,0.0,0.0
2007-08-15,41.974089,-87.824812,0,33,0.11019035014465944,0.20169050365597058,0.004125128910278446,0.0,0.0,1.0,0.0,0.0
2007-08-15,41.974089,-87.824812,1,33,0.11019035014465944,0.20169050365597058,0.004125128910278446,0.0,0.0,1.0,0.0,0.0
2007-08-21,41.974089,-87.824812,1,34,0.11019035014465944,0.20169050365597058,0.00845771144278607,0.0,0.0,1.0,0.0,0.0
2007-08-21,41.974089,-87.824812,0,34,0.11019035014465944,0.20169050365597058,0.00845771144278607,0.0,0.0,1.0,0.0,0.0
2007-08-24,41.974089,-87.824812,0,34,0.11019035014465944,0.20169050365597058,0.012899896800825593,0.0,0.0,1.0,0.0,0.0
2007-09-04,41.974089,-87.824812,0,36,0.11019035014465944,0.20169050365597058,0.006685017695635077,0.0,0.0,1.0,0.0,0.0
2007-09-12,41.974089,-87.824812,0,37,0.11019035014465944,0.20169050365597058,0.0,0.0,0.0,1.0,0.0,0.0
2007-09-18,41.974089,-87.824812,0,38,0.11019035014465944,0.20169050365597058,0.0024764735017335313,0.0,0.0,1.0,0.0,0.0
2007-09-24,41.974089,-87.824812,0,39,0.11019035014465944,0.20169050365597058,0.0014204545454545455,0.0,0.0,1.0,0.0,0.0
2007-10-04,41.974089,-87.824812,0,40,0.11019035014465944,0.20169050365597058,0.0029411764705882353,0.0,0.0,1.0,0.0,0.0
2007-10-04,41.974089,-87.824812,0,40,0.11019035014465944,0.20169050365597058,0.0029411764705882353,0.0,0.0,1.0,0.0,0.0
2007-05-29,41.9216,-87.666455,0,22,0.27646662913451975,0.1603287467206004,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-05,41.9216,-87.666455,0,23,0.27646662913451975,0.1603287467206004,0.0,0.0,1.0,0.0,0.0,0.0
